Serial_No,Date,Season,Time_of_Day,Origin,Destination,Cargo_Type,Shipping_Mode,Weather,Special_Handling,Freight_Volume,Price_per_Unit,Delivery_Status
94517,2023-06-13 19:31:40.927009280,Monsoon,Evening,Central,East,Electronics,Road,Clear,Perishable,83.19,237.56,On Time
94518,2023-06-13 20:24:15.422554240,Monsoon,Evening,West,Central,Pharma,Rail,Clear,Hazardous,71.9,219.48,On Time
94519,2023-06-13 21:16:49.918099200,Monsoon,Night,East,South,Pharma,Air,Storm,None,55.27,533.14,Delayed
94520,2023-06-13 22:09:24.413644160,Monsoon,Night,Central,Central,FMCG,Rail,Clear,Fragile,76.18,207.31,On Time
94521,2023-06-13 23:01:58.909189120,Monsoon,Night,East,South,Automobile,Road,Clear,Perishable,74.23,265.85,On Time
94522,2023-06-13 23:54:33.404734080,Monsoon,Night,South,South,FMCG,Road,Clear,Hazardous,96.1,205.97,On Time
94523,2023-06-14 00:47:07.900279040,Monsoon,Night,Central,North,Electronics,Sea,Rain,Hazardous,86.88,159.31,On Time
94524,2023-06-14 01:39:42.395824000,Monsoon,Night,North,South,FMCG,Sea,Storm,Hazardous,91.71,151.01,Cancelled
94525,2023-06-14 02:32:16.891368960,Monsoon,Night,Central,West,Pharma,Rail,Clear,Perishable,59.3,265.34,Delayed
94526,2023-06-14 03:24:51.386913856,Monsoon,Night,South,West,Pharma,Air,Clear,None,116.28,255.8,On Time
94527,2023-06-14 04:17:25.882458816,Monsoon,Night,North,North,Electronics,Road,Fog,Fragile,65.78,299.49,Delayed
94528,2023-06-14 05:10:00.378003776,Monsoon,Morning,East,East,FMCG,Rail,Clear,Fragile,82.33,192.01,Delayed
94529,2023-06-14 06:02:34.873548736,Monsoon,Morning,Central,East,Pharma,Rail,Rain,Hazardous,57.0,275.86,Delayed
94530,2023-06-14 06:55:09.369093696,Monsoon,Morning,South,East,Electronics,Rail,Clear,None,68.39,230.58,On Time
94531,2023-06-14 07:47:43.864638656,Monsoon,Morning,North,West,Agriculture,Sea,Clear,Perishable,101.74,136.27,On Time
94532,2023-06-14 08:40:18.360183616,Monsoon,Morning,West,North,Pharma,Air,Clear,Perishable,72.98,405.52,On Time
94533,2023-06-14 09:32:52.855728576,Monsoon,Morning,Central,East,Electronics,Air,Clear,Perishable,50.97,577.26,On Time
94534,2023-06-14 10:25:27.351273536,Monsoon,Morning,Central,West,Agriculture,Sea,Clear,Fragile,93.1,148.78,On Time
94535,2023-06-14 11:18:01.846818496,Monsoon,Morning,East,East,Agriculture,Sea,Clear,Perishable,129.65,107.16,On Time
94536,2023-06-14 12:10:36.342363456,Monsoon,Afternoon,West,North,Electronics,Road,Clear,None,97.32,203.42,Cancelled
94537,2023-06-14 13:03:10.837908416,Monsoon,Afternoon,East,Central,Electronics,Sea,Clear,None,115.63,120.04,On Time
94538,2023-06-14 13:55:45.333453376,Monsoon,Afternoon,West,West,FMCG,Air,Rain,Fragile,71.39,414.42,Delayed
94539,2023-06-14 14:48:19.828998336,Monsoon,Afternoon,North,Central,FMCG,Air,Clear,Hazardous,72.82,406.39,On Time
94540,2023-06-14 15:40:54.324543232,Monsoon,Afternoon,North,West,Pharma,Sea,Clear,None,104.48,132.73,On Time
94541,2023-06-14 16:33:28.820088192,Monsoon,Afternoon,Central,North,FMCG,Road,Fog,None,72.38,272.55,Cancelled
94542,2023-06-14 17:26:03.315633152,Monsoon,Evening,Central,South,Pharma,Air,Storm,Perishable,53.21,553.4,Delayed
94543,2023-06-14 18:18:37.811178112,Monsoon,Evening,North,East,FMCG,Rail,Clear,Fragile,91.64,172.71,On Time
94544,2023-06-14 19:11:12.306723072,Monsoon,Evening,West,North,Automobile,Air,Clear,Fragile,48.71,603.5,On Time
94545,2023-06-14 20:03:46.802268032,Monsoon,Evening,East,North,Pharma,Sea,Storm,Perishable,52.27,262.81,Delayed
94546,2023-06-14 20:56:21.297812992,Monsoon,Evening,North,South,FMCG,Rail,Rain,None,58.08,270.82,On Time
94547,2023-06-14 21:48:55.793357952,Monsoon,Night,North,North,Agriculture,Sea,Clear,Fragile,127.42,109.02,On Time
94548,2023-06-14 22:41:30.288902912,Monsoon,Night,South,South,Automobile,Air,Rain,None,56.61,520.74,On Time
94549,2023-06-14 23:34:04.784447872,Monsoon,Night,Central,Central,Pharma,Sea,Clear,Hazardous,66.81,206.46,On Time
94550,2023-06-15 00:26:39.279992832,Monsoon,Night,West,North,FMCG,Air,Clear,Perishable,100.83,294.61,On Time
94551,2023-06-15 01:19:13.775537792,Monsoon,Night,East,North,Automobile,Air,Clear,Fragile,67.69,436.74,On Time
94552,2023-06-15 02:11:48.271082752,Monsoon,Night,South,South,FMCG,Road,Clear,Hazardous,78.9,250.31,Delayed
94553,2023-06-15 03:04:22.766627712,Monsoon,Night,South,West,Electronics,Air,Rain,None,67.3,439.24,On Time
94554,2023-06-15 03:56:57.262172608,Monsoon,Night,North,Central,Electronics,Road,Rain,Hazardous,79.44,248.63,On Time
94555,2023-06-15 04:49:31.757717568,Monsoon,Night,Central,South,Electronics,Rail,Clear,None,109.06,145.38,On Time
94556,2023-06-15 05:42:06.253262528,Monsoon,Morning,North,Central,Automobile,Sea,Storm,Hazardous,44.2,309.73,Cancelled
94557,2023-06-15 06:34:40.748807488,Monsoon,Morning,South,East,Agriculture,Sea,Clear,Hazardous,96.34,143.83,On Time
94558,2023-06-15 07:27:15.244352448,Monsoon,Morning,South,South,Agriculture,Air,Clear,Fragile,107.59,276.27,On Time
94559,2023-06-15 08:19:49.739897408,Monsoon,Morning,East,East,Pharma,Road,Clear,Hazardous,75.6,261.1,On Time
94560,2023-06-15 09:12:24.235442368,Monsoon,Morning,North,Central,Electronics,Rail,Clear,Perishable,133.54,118.92,On Time
94561,2023-06-15 10:04:58.730987328,Monsoon,Morning,North,South,Pharma,Sea,Clear,Hazardous,49.8,275.59,On Time
94562,2023-06-15 10:57:33.226532288,Monsoon,Morning,West,Central,Pharma,Air,Rain,Fragile,86.36,343.41,On Time
94563,2023-06-15 11:50:07.722077248,Monsoon,Morning,East,North,Automobile,Sea,Rain,Fragile,59.37,231.9,On Time
94564,2023-06-15 12:42:42.217622208,Monsoon,Afternoon,Central,West,FMCG,Road,Rain,Hazardous,70.97,277.89,On Time
94565,2023-06-15 13:35:16.713167168,Monsoon,Afternoon,North,South,Electronics,Rail,Clear,Perishable,127.09,124.91,Cancelled
94566,2023-06-15 14:27:51.208712128,Monsoon,Afternoon,North,West,Electronics,Road,Clear,None,104.12,190.26,On Time
94567,2023-06-15 15:20:25.704257088,Monsoon,Afternoon,Central,South,Agriculture,Air,Clear,Fragile,102.14,290.87,On Time
94568,2023-06-15 16:13:00.199801984,Monsoon,Afternoon,East,Central,Electronics,Sea,Clear,None,115.09,120.6,On Time
94569,2023-06-15 17:05:34.695346944,Monsoon,Evening,North,South,Pharma,Road,Clear,None,68.58,287.44,On Time
94570,2023-06-15 17:58:09.190891904,Monsoon,Evening,Central,West,Pharma,Sea,Rain,None,74.59,185.21,On Time
94571,2023-06-15 18:50:43.686436864,Monsoon,Evening,West,East,Agriculture,Air,Clear,Fragile,99.55,298.36,On Time
94572,2023-06-15 19:43:18.181981824,Monsoon,Evening,North,North,Automobile,Rail,Rain,Fragile,69.56,226.76,On Time
94573,2023-06-15 20:35:52.677526784,Monsoon,Evening,Central,West,Pharma,Sea,Clear,None,72.42,190.68,Delayed
94574,2023-06-15 21:28:27.173071744,Monsoon,Night,South,Central,Automobile,Sea,Clear,Hazardous,70.29,196.38,Delayed
94575,2023-06-15 22:21:01.668616704,Monsoon,Night,North,South,FMCG,Sea,Clear,Hazardous,80.73,171.3,On Time
94576,2023-06-15 23:13:36.164161664,Monsoon,Night,West,East,Pharma,Air,Clear,Fragile,106.46,279.17,On Time
94577,2023-06-16 00:06:10.659706624,Monsoon,Night,Central,South,Automobile,Road,Clear,None,80.2,246.31,On Time
94578,2023-06-16 00:58:45.155251584,Monsoon,Night,Central,East,Automobile,Rail,Fog,Hazardous,70.03,225.26,Cancelled
94579,2023-06-16 01:51:19.650796544,Monsoon,Night,North,South,Pharma,Road,Clear,Fragile,73.96,266.81,On Time
94580,2023-06-16 02:43:54.146341504,Monsoon,Night,South,Central,Electronics,Rail,Clear,Hazardous,104.15,152.16,On Time
94581,2023-06-16 03:36:28.641886464,Monsoon,Night,Central,Central,Electronics,Road,Fog,Fragile,80.05,246.76,Delayed
94582,2023-06-16 04:29:03.137431360,Monsoon,Night,Central,West,FMCG,Sea,Clear,None,98.01,141.4,On Time
94583,2023-06-16 05:21:37.632976320,Monsoon,Morning,South,West,Automobile,Rail,Rain,Perishable,52.82,297.29,On Time
94584,2023-06-16 06:14:12.128521280,Monsoon,Morning,West,South,Pharma,Sea,Clear,Hazardous,104.39,132.84,Delayed
94585,2023-06-16 07:06:46.624066240,Monsoon,Morning,North,East,FMCG,Road,Storm,Hazardous,58.1,338.41,Delayed
94586,2023-06-16 07:59:21.119611200,Monsoon,Morning,North,South,FMCG,Road,Storm,None,36.7,530.5,Delayed
94587,2023-06-16 08:51:55.615156160,Monsoon,Morning,North,West,Automobile,Air,Clear,Perishable,77.66,381.39,Delayed
94588,2023-06-16 09:44:30.110701120,Monsoon,Morning,East,West,Agriculture,Rail,Clear,Hazardous,71.1,221.91,Delayed
94589,2023-06-16 10:37:04.606246080,Monsoon,Morning,North,South,Electronics,Sea,Rain,None,73.26,188.53,On Time
94590,2023-06-16 11:29:39.101791040,Monsoon,Morning,South,North,FMCG,Air,Fog,Fragile,86.72,342.0,Delayed
94591,2023-06-16 12:22:13.597336000,Monsoon,Afternoon,North,West,Electronics,Sea,Clear,Hazardous,65.6,210.21,On Time
94592,2023-06-16 13:14:48.092880960,Monsoon,Afternoon,West,South,Pharma,Air,Clear,Hazardous,98.43,301.72,On Time
94593,2023-06-16 14:07:22.588425920,Monsoon,Afternoon,East,East,FMCG,Air,Fog,None,63.42,465.69,Cancelled
94594,2023-06-16 14:59:57.083970880,Monsoon,Afternoon,South,South,Automobile,Rail,Clear,Hazardous,78.59,201.03,Delayed
94595,2023-06-16 15:52:31.579515840,Monsoon,Afternoon,South,South,Pharma,Rail,Clear,Perishable,96.65,163.85,On Time
94596,2023-06-16 16:45:06.075060736,Monsoon,Afternoon,West,North,Pharma,Sea,Clear,Fragile,84.01,164.69,On Time
94597,2023-06-16 17:37:40.570605696,Monsoon,Evening,North,East,Pharma,Road,Clear,Fragile,59.42,331.02,On Time
94598,2023-06-16 18:30:15.066150656,Monsoon,Evening,East,Central,Agriculture,Sea,Clear,Fragile,87.57,158.07,On Time
94599,2023-06-16 19:22:49.561695616,Monsoon,Evening,East,Central,Pharma,Rail,Clear,None,81.4,194.17,On Time
94600,2023-06-16 20:15:24.057240576,Monsoon,Evening,East,Central,Automobile,Sea,Clear,Perishable,68.53,201.35,On Time
94601,2023-06-16 21:07:58.552785536,Monsoon,Night,South,West,Automobile,Rail,Rain,None,53.19,295.26,Cancelled
94602,2023-06-16 22:00:33.048330496,Monsoon,Night,West,North,Pharma,Air,Clear,Hazardous,81.81,362.28,On Time
94603,2023-06-16 22:53:07.543875456,Monsoon,Night,South,East,Agriculture,Air,Clear,Perishable,93.87,316.22,On Time
94604,2023-06-16 23:45:42.039420416,Monsoon,Night,North,South,Electronics,Road,Rain,Perishable,90.64,218.25,On Time
94605,2023-06-17 00:38:16.534965376,Monsoon,Night,Central,West,Agriculture,Air,Clear,Perishable,99.94,297.21,On Time
94606,2023-06-17 01:30:51.030510336,Monsoon,Night,East,North,Agriculture,Rail,Clear,None,102.58,154.47,On Time
94607,2023-06-17 02:23:25.526055296,Monsoon,Night,East,South,Agriculture,Rail,Clear,Fragile,74.69,211.39,On Time
94608,2023-06-17 03:16:00.021600256,Monsoon,Night,East,North,Automobile,Rail,Fog,Fragile,40.62,384.43,Delayed
94609,2023-06-17 04:08:34.517145216,Monsoon,Night,South,East,Electronics,Sea,Fog,Fragile,81.63,169.43,Delayed
94610,2023-06-17 05:01:09.012690112,Monsoon,Morning,East,East,Automobile,Road,Clear,None,88.65,223.09,Cancelled
94611,2023-06-17 05:53:43.508235072,Monsoon,Morning,East,South,Automobile,Sea,Rain,Perishable,56.72,242.55,On Time
94612,2023-06-17 06:46:18.003780032,Monsoon,Morning,Central,East,Electronics,Sea,Fog,Hazardous,100.32,138.18,Delayed
94613,2023-06-17 07:38:52.499324992,Monsoon,Morning,West,East,FMCG,Sea,Clear,Fragile,80.49,171.8,On Time
94614,2023-06-17 08:31:26.994869952,Monsoon,Morning,North,North,Electronics,Air,Rain,Perishable,87.05,340.72,On Time
94615,2023-06-17 09:24:01.490414912,Monsoon,Morning,South,East,Automobile,Road,Clear,Hazardous,63.0,312.5,On Time
94616,2023-06-17 10:16:35.985959872,Monsoon,Morning,North,South,FMCG,Air,Clear,Hazardous,77.7,381.19,Delayed
94617,2023-06-17 11:09:10.481504832,Monsoon,Morning,West,West,Pharma,Air,Clear,None,61.83,477.48,On Time
94618,2023-06-17 12:01:44.977049792,Monsoon,Afternoon,North,Central,Agriculture,Road,Clear,Perishable,107.93,183.6,On Time
94619,2023-06-17 12:54:19.472594752,Monsoon,Afternoon,South,Central,Automobile,Road,Storm,Perishable,70.93,278.05,Delayed
94620,2023-06-17 13:46:53.968139712,Monsoon,Afternoon,Central,North,FMCG,Road,Fog,Perishable,62.02,317.36,Cancelled
94621,2023-06-17 14:39:28.463684672,Monsoon,Afternoon,North,Central,Agriculture,Air,Rain,Fragile,70.71,418.35,Delayed
94622,2023-06-17 15:32:02.959229632,Monsoon,Afternoon,West,East,Automobile,Rail,Clear,Fragile,51.31,305.87,On Time
94623,2023-06-17 16:24:37.454774592,Monsoon,Afternoon,South,West,Automobile,Road,Clear,Fragile,63.07,312.16,On Time
94624,2023-06-17 17:17:11.950319488,Monsoon,Evening,West,South,Agriculture,Sea,Clear,Fragile,109.95,126.18,On Time
94625,2023-06-17 18:09:46.445864448,Monsoon,Evening,North,South,Agriculture,Rail,Fog,Hazardous,86.88,182.07,Cancelled
94626,2023-06-17 19:02:20.941409408,Monsoon,Evening,South,Central,Automobile,Road,Fog,Hazardous,62.5,314.96,Delayed
94627,2023-06-17 19:54:55.436954368,Monsoon,Evening,North,South,Electronics,Sea,Rain,None,66.43,207.62,Delayed
94628,2023-06-17 20:47:29.932499328,Monsoon,Evening,East,Central,Agriculture,Sea,Clear,Fragile,103.55,133.91,On Time
94629,2023-06-17 21:40:04.428044288,Monsoon,Night,South,East,Automobile,Air,Clear,None,83.7,354.19,Delayed
94630,2023-06-17 22:32:38.923589248,Monsoon,Night,North,West,FMCG,Rail,Clear,Fragile,92.64,170.87,On Time
94631,2023-06-17 23:25:13.419134208,Monsoon,Night,South,South,Automobile,Road,Fog,None,69.42,284.01,Cancelled
94632,2023-06-18 00:17:47.914679168,Monsoon,Night,Central,East,FMCG,Air,Clear,None,119.43,249.11,On Time
94633,2023-06-18 01:10:22.410224128,Monsoon,Night,East,East,Pharma,Sea,Clear,None,56.63,242.93,On Time
94634,2023-06-18 02:02:56.905769088,Monsoon,Night,West,West,Pharma,Road,Clear,Fragile,99.88,198.26,On Time
94635,2023-06-18 02:55:31.401314048,Monsoon,Night,North,Central,Automobile,Sea,Rain,None,32.77,414.57,Delayed
94636,2023-06-18 03:48:05.896859008,Monsoon,Night,West,East,Pharma,Sea,Clear,None,58.5,235.29,On Time
94637,2023-06-18 04:40:40.392403968,Monsoon,Night,North,East,Automobile,Air,Rain,None,81.54,363.46,On Time
94638,2023-06-18 05:33:14.887948864,Monsoon,Morning,South,West,Electronics,Air,Clear,Perishable,132.78,224.25,On Time
94639,2023-06-18 06:25:49.383493824,Monsoon,Morning,West,South,Electronics,Rail,Clear,None,107.52,147.44,On Time
94640,2023-06-18 07:18:23.879038784,Monsoon,Morning,East,South,Agriculture,Sea,Fog,Hazardous,89.54,154.63,Cancelled
94641,2023-06-18 08:10:58.374583744,Monsoon,Morning,North,West,Automobile,Road,Clear,None,90.41,218.79,On Time
94642,2023-06-18 09:03:32.870128704,Monsoon,Morning,West,North,Electronics,Air,Clear,Hazardous,121.3,245.3,On Time
94643,2023-06-18 09:56:07.365673664,Monsoon,Morning,North,South,Automobile,Rail,Clear,None,57.4,273.97,Cancelled
94644,2023-06-18 10:48:41.861218624,Monsoon,Morning,Central,East,Automobile,Sea,Clear,Perishable,62.75,219.61,On Time
94645,2023-06-18 11:41:16.356763584,Monsoon,Morning,Central,West,Automobile,Sea,Clear,Hazardous,54.27,253.3,Delayed
94646,2023-06-18 12:33:50.852308544,Monsoon,Afternoon,West,West,Pharma,Air,Clear,Perishable,37.98,769.63,On Time
94647,2023-06-18 13:26:25.347853504,Monsoon,Afternoon,Central,North,Electronics,Road,Clear,Perishable,113.14,175.22,On Time
94648,2023-06-18 14:18:59.843398464,Monsoon,Afternoon,East,West,Pharma,Air,Clear,Perishable,78.76,376.13,On Time
94649,2023-06-18 15:11:34.338943424,Monsoon,Afternoon,West,Central,FMCG,Road,Rain,Perishable,66.82,294.9,Delayed
94650,2023-06-18 16:04:08.834488384,Monsoon,Afternoon,South,South,Agriculture,Rail,Clear,Fragile,45.44,344.53,Cancelled
94651,2023-06-18 16:56:43.330033344,Monsoon,Afternoon,West,North,Electronics,Sea,Rain,Fragile,78.68,175.7,Delayed
94652,2023-06-18 17:49:17.825578240,Monsoon,Evening,South,South,Pharma,Sea,Clear,Fragile,91.6,151.19,On Time
94653,2023-06-18 18:41:52.321123200,Monsoon,Evening,Central,West,Automobile,Road,Clear,None,67.95,290.07,Delayed
94654,2023-06-18 19:34:26.816668160,Monsoon,Evening,West,South,Automobile,Rail,Storm,Hazardous,41.96,372.44,Cancelled
94655,2023-06-18 20:27:01.312213120,Monsoon,Evening,East,West,FMCG,Sea,Clear,Perishable,103.9,133.46,Cancelled
94656,2023-06-18 21:19:35.807758080,Monsoon,Night,Central,West,Automobile,Air,Rain,Perishable,51.58,570.56,On Time
94657,2023-06-18 22:12:10.303303040,Monsoon,Night,Central,West,Automobile,Rail,Storm,None,39.25,397.52,Cancelled
94658,2023-06-18 23:04:44.798848000,Monsoon,Night,Central,South,Pharma,Rail,Rain,Perishable,74.54,211.81,On Time
94659,2023-06-18 23:57:19.294392960,Monsoon,Night,South,Central,Automobile,Rail,Clear,None,57.56,273.22,On Time
94660,2023-06-19 00:49:53.789937920,Monsoon,Night,South,West,Agriculture,Road,Clear,Hazardous,98.19,201.63,Delayed
94661,2023-06-19 01:42:28.285482880,Monsoon,Night,East,Central,Automobile,Road,Clear,Perishable,63.5,310.08,Delayed
94662,2023-06-19 02:35:02.781027840,Monsoon,Night,South,North,FMCG,Sea,Storm,Fragile,59.37,231.9,Delayed
94663,2023-06-19 03:27:37.276572800,Monsoon,Night,North,East,Agriculture,Sea,Storm,None,80.35,172.1,Delayed
94664,2023-06-19 04:20:11.772117760,Monsoon,Night,North,South,Automobile,Rail,Rain,Perishable,59.58,264.11,Delayed
94665,2023-06-19 05:12:46.267662720,Monsoon,Morning,West,Central,Electronics,Rail,Clear,Fragile,67.59,233.27,Delayed
94666,2023-06-19 06:05:20.763207616,Monsoon,Morning,Central,Central,FMCG,Sea,Clear,Hazardous,77.24,178.94,Delayed
94667,2023-06-19 06:57:55.258752576,Monsoon,Morning,North,North,Pharma,Sea,Storm,Perishable,46.36,295.61,Delayed
94668,2023-06-19 07:50:29.754297536,Monsoon,Morning,South,South,Pharma,Sea,Clear,None,37.85,360.36,Delayed
94669,2023-06-19 08:43:04.249842496,Monsoon,Morning,East,Central,Agriculture,Air,Clear,Fragile,98.92,300.24,Delayed
94670,2023-06-19 09:35:38.745387456,Monsoon,Morning,South,North,Electronics,Rail,Clear,Perishable,110.65,143.3,Cancelled
94671,2023-06-19 10:28:13.240932416,Monsoon,Morning,Central,Central,Pharma,Air,Clear,None,61.61,479.16,On Time
94672,2023-06-19 11:20:47.736477376,Monsoon,Morning,Central,South,Automobile,Air,Clear,Perishable,69.13,427.78,On Time
94673,2023-06-19 12:13:22.232022336,Monsoon,Afternoon,North,East,Agriculture,Air,Rain,Hazardous,83.52,354.95,On Time
94674,2023-06-19 13:05:56.727567296,Monsoon,Afternoon,North,South,Pharma,Air,Clear,Perishable,89.09,333.0,On Time
94675,2023-06-19 13:58:31.223112256,Monsoon,Afternoon,South,Central,FMCG,Sea,Fog,Perishable,86.9,159.27,Cancelled
94676,2023-06-19 14:51:05.718657216,Monsoon,Afternoon,West,West,Automobile,Road,Rain,Perishable,52.44,374.25,Cancelled
94677,2023-06-19 15:43:40.214202176,Monsoon,Afternoon,South,West,Automobile,Road,Clear,Perishable,58.86,334.11,On Time
94678,2023-06-19 16:36:14.709747136,Monsoon,Afternoon,North,North,Electronics,Road,Clear,Perishable,119.17,166.43,On Time
94679,2023-06-19 17:28:49.205292096,Monsoon,Evening,West,Central,Pharma,Rail,Rain,Fragile,81.89,193.03,On Time
94680,2023-06-19 18:21:23.700836992,Monsoon,Evening,West,South,Electronics,Road,Storm,None,87.45,226.12,Delayed
94681,2023-06-19 19:13:58.196381952,Monsoon,Evening,North,North,Electronics,Air,Clear,Hazardous,115.4,257.73,Delayed
94682,2023-06-19 20:06:32.691926912,Monsoon,Evening,South,South,FMCG,Air,Clear,None,94.07,315.56,On Time
94683,2023-06-19 20:59:07.187471872,Monsoon,Evening,East,East,Electronics,Sea,Rain,Perishable,96.78,143.18,Cancelled
94684,2023-06-19 21:51:41.683016832,Monsoon,Night,North,Central,Pharma,Road,Clear,Hazardous,83.91,235.54,On Time
94685,2023-06-19 22:44:16.178561792,Monsoon,Night,South,West,Agriculture,Air,Rain,None,53.88,546.65,On Time
94686,2023-06-19 23:36:50.674106752,Monsoon,Night,East,West,Pharma,Rail,Clear,Hazardous,58.09,270.77,Delayed
94687,2023-06-20 00:29:25.169651712,Monsoon,Night,Central,North,Automobile,Road,Clear,Hazardous,61.64,319.28,On Time
94688,2023-06-20 01:21:59.665196672,Monsoon,Night,Central,East,Pharma,Rail,Clear,Fragile,75.22,209.92,Delayed
94689,2023-06-20 02:14:34.160741632,Monsoon,Night,Central,West,Electronics,Sea,Clear,Perishable,69.22,199.37,On Time
94690,2023-06-20 03:07:08.656286592,Monsoon,Night,East,South,Pharma,Rail,Clear,Perishable,74.78,211.14,Delayed
94691,2023-06-20 03:59:43.151831552,Monsoon,Night,West,North,Automobile,Rail,Storm,None,39.64,393.7,Delayed
94692,2023-06-20 04:52:17.647376512,Monsoon,Night,Central,South,Automobile,Air,Rain,None,92.05,322.41,On Time
94693,2023-06-20 05:44:52.142921472,Monsoon,Morning,Central,Central,FMCG,Road,Clear,Fragile,68.27,288.73,Delayed
94694,2023-06-20 06:37:26.638466368,Monsoon,Morning,West,North,FMCG,Rail,Storm,Fragile,67.16,234.74,Delayed
94695,2023-06-20 07:30:01.134011328,Monsoon,Morning,East,West,FMCG,Rail,Clear,Perishable,41.89,373.05,On Time
94696,2023-06-20 08:22:35.629556288,Monsoon,Morning,East,East,Electronics,Road,Clear,Hazardous,75.02,263.09,On Time
94697,2023-06-20 09:15:10.125101248,Monsoon,Morning,West,West,Pharma,Road,Clear,Fragile,92.63,213.61,Delayed
94698,2023-06-20 10:07:44.620646208,Monsoon,Morning,North,North,Electronics,Sea,Clear,Perishable,79.36,174.22,On Time
94699,2023-06-20 11:00:19.116191168,Monsoon,Morning,West,West,Agriculture,Rail,Clear,None,91.62,172.75,On Time
94700,2023-06-20 11:52:53.611736128,Monsoon,Morning,South,South,FMCG,Road,Clear,Fragile,58.46,336.36,On Time
94701,2023-06-20 12:45:28.107281088,Monsoon,Afternoon,South,East,Pharma,Sea,Clear,Perishable,97.18,142.6,On Time
94702,2023-06-20 13:38:02.602826048,Monsoon,Afternoon,North,South,Automobile,Sea,Clear,Fragile,62.7,219.78,On Time
94703,2023-06-20 14:30:37.098371008,Monsoon,Afternoon,North,South,Pharma,Rail,Clear,Hazardous,76.93,205.31,On Time
94704,2023-06-20 15:23:11.593915968,Monsoon,Afternoon,South,West,Agriculture,Rail,Storm,Fragile,86.86,182.11,Delayed
94705,2023-06-20 16:15:46.089460928,Monsoon,Afternoon,West,East,Electronics,Sea,Rain,Fragile,69.13,199.63,On Time
94706,2023-06-20 17:08:20.585005888,Monsoon,Evening,East,East,FMCG,Rail,Storm,Fragile,73.43,214.97,Delayed
94707,2023-06-20 18:00:55.080550848,Monsoon,Evening,South,North,Agriculture,Air,Rain,Perishable,88.31,335.91,On Time
94708,2023-06-20 18:53:29.576095744,Monsoon,Evening,West,South,FMCG,Rail,Storm,Hazardous,66.07,238.56,Delayed
94709,2023-06-20 19:46:04.071640704,Monsoon,Evening,South,East,FMCG,Air,Fog,Hazardous,53.89,546.55,Cancelled
94710,2023-06-20 20:38:38.567185664,Monsoon,Evening,East,East,Electronics,Air,Clear,Perishable,122.12,243.66,On Time
94711,2023-06-20 21:31:13.062730624,Monsoon,Night,South,West,Electronics,Sea,Clear,Perishable,90.83,152.46,On Time
94712,2023-06-20 22:23:47.558275584,Monsoon,Night,South,West,Automobile,Road,Clear,Fragile,76.8,257.07,On Time
94713,2023-06-20 23:16:22.053820544,Monsoon,Night,East,South,Electronics,Road,Clear,Perishable,73.36,268.96,On Time
94714,2023-06-21 00:08:56.549365504,Monsoon,Night,Central,South,Electronics,Sea,Rain,Perishable,108.27,128.12,On Time
94715,2023-06-21 01:01:31.044910464,Monsoon,Night,South,East,Agriculture,Air,Rain,Fragile,87.92,337.38,Delayed
94716,2023-06-21 01:54:05.540455424,Monsoon,Night,South,South,Pharma,Sea,Rain,Perishable,59.77,230.38,On Time
94717,2023-06-21 02:46:40.036000384,Monsoon,Night,South,East,Automobile,Sea,Fog,Fragile,90.5,153.01,Delayed
94718,2023-06-21 03:39:14.531545344,Monsoon,Night,North,North,Pharma,Rail,Fog,None,51.9,302.46,Cancelled
94719,2023-06-21 04:31:49.027090304,Monsoon,Night,North,West,Agriculture,Road,Fog,Hazardous,75.21,262.43,Cancelled
94720,2023-06-21 05:24:23.522635264,Monsoon,Morning,East,South,Agriculture,Rail,Clear,Perishable,93.68,168.99,Delayed
94721,2023-06-21 06:16:58.018180224,Monsoon,Morning,West,South,Automobile,Rail,Clear,Perishable,72.13,218.79,On Time
94722,2023-06-21 07:09:32.513725120,Monsoon,Morning,North,Central,Automobile,Rail,Fog,Fragile,67.13,234.85,Delayed
94723,2023-06-21 08:02:07.009270080,Monsoon,Morning,East,Central,Pharma,Rail,Clear,Fragile,54.13,290.22,Delayed
94724,2023-06-21 08:54:41.504815040,Monsoon,Morning,North,East,Agriculture,Air,Clear,None,108.74,273.37,On Time
94725,2023-06-21 09:47:16.000360000,Monsoon,Morning,West,South,FMCG,Sea,Clear,None,86.22,160.51,On Time
94726,2023-06-21 10:39:50.495904960,Monsoon,Morning,North,South,Agriculture,Rail,Clear,None,121.4,130.72,On Time
94727,2023-06-21 11:32:24.991449920,Monsoon,Morning,Central,East,Agriculture,Rail,Clear,Perishable,84.47,187.2,On Time
94728,2023-06-21 12:24:59.486994880,Monsoon,Afternoon,West,Central,Automobile,Sea,Rain,Perishable,69.61,198.27,On Time
94729,2023-06-21 13:17:33.982539840,Monsoon,Afternoon,West,North,FMCG,Rail,Clear,Fragile,114.46,138.58,On Time
94730,2023-06-21 14:10:08.478084800,Monsoon,Afternoon,North,East,Pharma,Rail,Clear,Perishable,95.28,166.18,On Time
94731,2023-06-21 15:02:42.973629760,Monsoon,Afternoon,North,East,Pharma,Air,Clear,Hazardous,59.09,499.25,On Time
94732,2023-06-21 15:55:17.469174720,Monsoon,Afternoon,South,North,Electronics,Rail,Clear,Perishable,115.8,136.99,On Time
94733,2023-06-21 16:47:51.964719680,Monsoon,Afternoon,South,North,Automobile,Road,Clear,Fragile,86.5,228.57,On Time
